Date,Year,Month,Day of Month,Weekday,Is Weekend,Is Holiday,Holiday Name,Season,Days Until Next Trading Day,Date of Next Trading Day,Is Start of Month,Is Last Day of Month
1980-01-01,1980,January,1,Tuesday,False,True,New Year's Day,Winter,1,1980-01-02,True,False
1980-01-05,1980,January,5,Saturday,True,False,Weekend,Winter,2,1980-01-07,False,False
1980-01-06,1980,January,6,Sunday,True,False,Weekend,Winter,1,1980-01-07,False,False
1980-01-12,1980,January,12,Saturday,True,False,Weekend,Winter,2,1980-01-14,False,False
1980-01-13,1980,January,13,Sunday,True,False,Weekend,Winter,1,1980-01-14,False,False
1980-01-19,1980,January,19,Saturday,True,False,Weekend,Winter,2,1980-01-21,False,False
1980-01-20,1980,January,20,Sunday,True,False,Weekend,Winter,1,1980-01-21,False,False
1980-01-26,1980,January,26,Saturday,True,False,Weekend,Winter,2,1980-01-28,False,False
1980-01-27,1980,January,27,Sunday,True,False,Weekend,Winter,1,1980-01-28,False,False
1980-02-02,1980,February,2,Saturday,True,False,Weekend,Winter,2,1980-02-04,False,False
1980-02-03,1980,February,3,Sunday,True,False,Weekend,Winter,1,1980-02-04,False,False
1980-02-09,1980,February,9,Saturday,True,False,Weekend,Winter,2,1980-02-11,False,False
1980-02-10,1980,February,10,Sunday,True,False,Weekend,Winter,1,1980-02-11,False,False
1980-02-16,1980,February,16,Saturday,True,False,Weekend,Winter,3,1980-02-19,False,False
1980-02-17,1980,February,17,Sunday,True,False,Weekend,Winter,2,1980-02-19,False,False
1980-02-18,1980,February,18,Monday,False,True,Washington's Birthday,Winter,1,1980-02-19,False,False
1980-02-23,1980,February,23,Saturday,True,False,Weekend,Winter,2,1980-02-25,False,False
1980-02-24,1980,February,24,Sunday,True,False,Weekend,Winter,1,1980-02-25,False,False
1980-03-01,1980,March,1,Saturday,True,False,Weekend,Spring,2,1980-03-03,True,False
1980-03-02,1980,March,2,Sunday,True,False,Weekend,Spring,1,1980-03-03,False,False
1980-03-08,1980,March,8,Saturday,True,False,Weekend,Spring,2,1980-03-10,False,False
1980-03-09,1980,March,9,Sunday,True,False,Weekend,Spring,1,1980-03-10,False,False
1980-03-15,1980,March,15,Saturday,True,False,Weekend,Spring,2,1980-03-17,False,False
1980-03-16,1980,March,16,Sunday,True,False,Weekend,Spring,1,1980-03-17,False,False
1980-03-22,1980,March,22,Saturday,True,False,Weekend,Spring,2,1980-03-24,False,False
1980-03-23,1980,March,23,Sunday,True,False,Weekend,Spring,1,1980-03-24,False,False
1980-03-29,1980,March,29,Saturday,True,False,Weekend,Spring,2,1980-03-31,False,False
1980-03-30,1980,March,30,Sunday,True,False,Weekend,Spring,1,1980-03-31,False,False
1980-04-04,1980,April,4,Friday,False,True,Holiday,Spring,3,1980-04-07,False,False
1980-04-05,1980,April,5,Saturday,True,False,Weekend,Spring,2,1980-04-07,False,False
1980-04-06,1980,April,6,Sunday,True,False,Weekend,Spring,1,1980-04-07,False,False
1980-04-12,1980,April,12,Saturday,True,False,Weekend,Spring,2,1980-04-14,False,False
1980-04-13,1980,April,13,Sunday,True,False,Weekend,Spring,1,1980-04-14,False,False
1980-04-19,1980,April,19,Saturday,True,False,Weekend,Spring,2,1980-04-21,False,False
1980-04-20,1980,April,20,Sunday,True,False,Weekend,Spring,1,1980-04-21,False,False
1980-04-26,1980,April,26,Saturday,True,False,Weekend,Spring,2,1980-04-28,False,False
1980-04-27,1980,April,27,Sunday,True,False,Weekend,Spring,1,1980-04-28,False,False
1980-05-03,1980,May,3,Saturday,True,False,Weekend,Spring,2,1980-05-05,False,False
1980-05-04,1980,May,4,Sunday,True,False,Weekend,Spring,1,1980-05-05,False,False
1980-05-10,1980,May,10,Saturday,True,False,Weekend,Spring,2,1980-05-12,False,False
1980-05-11,1980,May,11,Sunday,True,False,Weekend,Spring,1,1980-05-12,False,False
1980-05-17,1980,May,17,Saturday,True,False,Weekend,Spring,2,1980-05-19,False,False
1980-05-18,1980,May,18,Sunday,True,False,Weekend,Spring,1,1980-05-19,False,False
1980-05-24,1980,May,24,Saturday,True,False,Weekend,Spring,3,1980-05-27,False,False
1980-05-25,1980,May,25,Sunday,True,False,Weekend,Spring,2,1980-05-27,False,False
1980-05-26,1980,May,26,Monday,False,True,Memorial Day,Spring,1,1980-05-27,False,False
1980-05-31,1980,May,31,Saturday,True,False,Weekend,Spring,2,1980-06-02,False,True
1980-06-01,1980,June,1,Sunday,True,False,Weekend,Summer,1,1980-06-02,True,False
1980-06-07,1980,June,7,Saturday,True,False,Weekend,Summer,2,1980-06-09,False,False
1980-06-08,1980,June,8,Sunday,True,False,Weekend,Summer,1,1980-06-09,False,False
1980-06-14,1980,June,14,Saturday,True,False,Weekend,Summer,2,1980-06-16,False,False
1980-06-15,1980,June,15,Sunday,True,False,Weekend,Summer,1,1980-06-16,False,False
1980-06-21,1980,June,21,Saturday,True,False,Weekend,Summer,2,1980-06-23,False,False
1980-06-22,1980,June,22,Sunday,True,False,Weekend,Summer,1,1980-06-23,False,False
1980-06-28,1980,June,28,Saturday,True,False,Weekend,Summer,2,1980-06-30,False,False
1980-06-29,1980,June,29,Sunday,True,False,Weekend,Summer,1,1980-06-30,False,False
1980-07-04,1980,July,4,Friday,False,True,Independence Day,Summer,3,1980-07-07,False,False
1980-07-05,1980,July,5,Saturday,True,False,Weekend,Summer,2,1980-07-07,False,False
1980-07-06,1980,July,6,Sunday,True,False,Weekend,Summer,1,1980-07-07,False,False
1980-07-12,1980,July,12,Saturday,True,False,Weekend,Summer,2,1980-07-14,False,False
1980-07-13,1980,July,13,Sunday,True,False,Weekend,Summer,1,1980-07-14,False,False
1980-07-19,1980,July,19,Saturday,True,False,Weekend,Summer,2,1980-07-21,False,False
1980-07-20,1980,July,20,Sunday,True,False,Weekend,Summer,1,1980-07-21,False,False
1980-07-26,1980,July,26,Saturday,True,False,Weekend,Summer,2,1980-07-28,False,False
1980-07-27,1980,July,27,Sunday,True,False,Weekend,Summer,1,1980-07-28,False,False
1980-08-02,1980,August,2,Saturday,True,False,Weekend,Summer,2,1980-08-04,False,False
1980-08-03,1980,August,3,Sunday,True,False,Weekend,Summer,1,1980-08-04,False,False
1980-08-09,1980,August,9,Saturday,True,False,Weekend,Summer,2,1980-08-11,False,False
1980-08-10,1980,August,10,Sunday,True,False,Weekend,Summer,1,1980-08-11,False,False
1980-08-16,1980,August,16,Saturday,True,False,Weekend,Summer,2,1980-08-18,False,False
1980-08-17,1980,August,17,Sunday,True,False,Weekend,Summer,1,1980-08-18,False,False
1980-08-23,1980,August,23,Saturday,True,False,Weekend,Summer,2,1980-08-25,False,False
1980-08-24,1980,August,24,Sunday,True,False,Weekend,Summer,1,1980-08-25,False,False
1980-08-30,1980,August,30,Saturday,True,False,Weekend,Summer,3,1980-09-02,False,False
1980-08-31,1980,August,31,Sunday,True,False,Weekend,Summer,2,1980-09-02,False,True
1980-09-01,1980,September,1,Monday,False,True,Labor Day,Fall,1,1980-09-02,True,False
1980-09-06,1980,September,6,Saturday,True,False,Weekend,Fall,2,1980-09-08,False,False
1980-09-07,1980,September,7,Sunday,True,False,Weekend,Fall,1,1980-09-08,False,False
1980-09-13,1980,September,13,Saturday,True,False,Weekend,Fall,2,1980-09-15,False,False
1980-09-14,1980,September,14,Sunday,True,False,Weekend,Fall,1,1980-09-15,False,False
1980-09-20,1980,September,20,Saturday,True,False,Weekend,Fall,2,1980-09-22,False,False
1980-09-21,1980,September,21,Sunday,True,False,Weekend,Fall,1,1980-09-22,False,False
1980-09-27,1980,September,27,Saturday,True,False,Weekend,Fall,2,1980-09-29,False,False
1980-09-28,1980,September,28,Sunday,True,False,Weekend,Fall,1,1980-09-29,False,False
1980-10-04,1980,October,4,Saturday,True,False,Weekend,Fall,2,1980-10-06,False,False
1980-10-05,1980,October,5,Sunday,True,False,Weekend,Fall,1,1980-10-06,False,False
1980-10-11,1980,October,11,Saturday,True,False,Weekend,Fall,2,1980-10-13,False,False
1980-10-12,1980,October,12,Sunday,True,False,Weekend,Fall,1,1980-10-13,False,False
1980-10-18,1980,October,18,Saturday,True,False,Weekend,Fall,2,1980-10-20,False,False
1980-10-19,1980,October,19,Sunday,True,False,Weekend,Fall,1,1980-10-20,False,False
1980-10-25,1980,October,25,Saturday,True,False,Weekend,Fall,2,1980-10-27,False,False
1980-10-26,1980,October,26,Sunday,True,False,Weekend,Fall,1,1980-10-27,False,False
1980-11-01,1980,November,1,Saturday,True,False,Weekend,Fall,2,1980-11-03,True,False
1980-11-02,1980,November,2,Sunday,True,False,Weekend,Fall,1,1980-11-03,False,False
1980-11-04,1980,November,4,Tuesday,False,True,Holiday,Fall,1,1980-11-05,False,False
1980-11-08,1980,November,8,Saturday,True,False,Weekend,Fall,2,1980-11-10,False,False
1980-11-09,1980,November,9,Sunday,True,False,Weekend,Fall,1,1980-11-10,False,False
1980-11-15,1980,November,15,Saturday,True,False,Weekend,Fall,2,1980-11-17,False,False
1980-11-16,1980,November,16,Sunday,True,False,Weekend,Fall,1,1980-11-17,False,False
1980-11-22,1980,November,22,Saturday,True,False,Weekend,Fall,2,1980-11-24,False,False
1980-11-23,1980,November,23,Sunday,True,False,Weekend,Fall,1,1980-11-24,False,False
1980-11-27,1980,November,27,Thursday,False,True,Thanksgiving,Fall,1,1980-11-28,False,False
1980-11-29,1980,November,29,Saturday,True,False,Weekend,Fall,2,1980-12-01,False,False
1980-11-30,1980,November,30,Sunday,True,False,Weekend,Fall,1,1980-12-01,False,True
1980-12-06,1980,December,6,Saturday,True,False,Weekend,Winter,2,1980-12-08,False,False
1980-12-07,1980,December,7,Sunday,True,False,Weekend,Winter,1,1980-12-08,False,False
1980-12-13,1980,December,13,Saturday,True,False,Weekend,Winter,2,1980-12-15,False,False
1980-12-14,1980,December,14,Sunday,True,False,Weekend,Winter,1,1980-12-15,False,False
1980-12-20,1980,December,20,Saturday,True,False,Weekend,Winter,2,1980-12-22,False,False
1980-12-21,1980,December,21,Sunday,True,False,Weekend,Winter,1,1980-12-22,False,False
1980-12-25,1980,December,25,Thursday,False,True,Christmas Day,Winter,1,1980-12-26,False,False
1980-12-27,1980,December,27,Saturday,True,False,Weekend,Winter,2,1980-12-29,False,False
1980-12-28,1980,December,28,Sunday,True,False,Weekend,Winter,1,1980-12-29,False,False
1981-01-01,1981,January,1,Thursday,False,True,New Year's Day,Winter,1,1981-01-02,True,False
1981-01-03,1981,January,3,Saturday,True,False,Weekend,Winter,2,1981-01-05,False,False
1981-01-04,1981,January,4,Sunday,True,False,Weekend,Winter,1,1981-01-05,False,False
1981-01-10,1981,January,10,Saturday,True,False,Weekend,Winter,2,1981-01-12,False,False
1981-01-11,1981,January,11,Sunday,True,False,Weekend,Winter,1,1981-01-12,False,False
1981-01-17,1981,January,17,Saturday,True,False,Weekend,Winter,2,1981-01-19,False,False
1981-01-18,1981,January,18,Sunday,True,False,Weekend,Winter,1,1981-01-19,False,False
1981-01-24,1981,January,24,Saturday,True,False,Weekend,Winter,2,1981-01-26,False,False
1981-01-25,1981,January,25,Sunday,True,False,Weekend,Winter,1,1981-01-26,False,False
1981-01-31,1981,January,31,Saturday,True,False,Weekend,Winter,2,1981-02-02,False,True
1981-02-01,1981,February,1,Sunday,True,False,Weekend,Winter,1,1981-02-02,True,False
1981-02-07,1981,February,7,Saturday,True,False,Weekend,Winter,2,1981-02-09,False,False
1981-02-08,1981,February,8,Sunday,True,False,Weekend,Winter,1,1981-02-09,False,False
1981-02-14,1981,February,14,Saturday,True,False,Weekend,Winter,3,1981-02-17,False,False
1981-02-15,1981,February,15,Sunday,True,False,Weekend,Winter,2,1981-02-17,False,False
1981-02-16,1981,February,16,Monday,False,True,Washington's Birthday,Winter,1,1981-02-17,False,False
1981-02-21,1981,February,21,Saturday,True,False,Weekend,Winter,2,1981-02-23,False,False
1981-02-22,1981,February,22,Sunday,True,False,Weekend,Winter,1,1981-02-23,False,False
1981-02-28,1981,February,28,Saturday,True,False,Weekend,Winter,2,1981-03-02,False,True
1981-03-01,1981,March,1,Sunday,True,False,Weekend,Spring,1,1981-03-02,True,False
1981-03-07,1981,March,7,Saturday,True,False,Weekend,Spring,2,1981-03-09,False,False
1981-03-08,1981,March,8,Sunday,True,False,Weekend,Spring,1,1981-03-09,False,False
1981-03-14,1981,March,14,Saturday,True,False,Weekend,Spring,2,1981-03-16,False,False
1981-03-15,1981,March,15,Sunday,True,False,Weekend,Spring,1,1981-03-16,False,False
1981-03-21,1981,March,21,Saturday,True,False,Weekend,Spring,2,1981-03-23,False,False
1981-03-22,1981,March,22,Sunday,True,False,Weekend,Spring,1,1981-03-23,False,False
1981-03-28,1981,March,28,Saturday,True,False,Weekend,Spring,2,1981-03-30,False,False
1981-03-29,1981,March,29,Sunday,True,False,Weekend,Spring,1,1981-03-30,False,False
1981-04-04,1981,April,4,Saturday,True,False,Weekend,Spring,2,1981-04-06,False,False
1981-04-05,1981,April,5,Sunday,True,False,Weekend,Spring,1,1981-04-06,False,False
1981-04-11,1981,April,11,Saturday,True,False,Weekend,Spring,2,1981-04-13,False,False
1981-04-12,1981,April,12,Sunday,True,False,Weekend,Spring,1,1981-04-13,False,False
1981-04-17,1981,April,17,Friday,False,True,Holiday,Spring,3,1981-04-20,False,False
1981-04-18,1981,April,18,Saturday,True,False,Weekend,Spring,2,1981-04-20,False,False
1981-04-19,1981,April,19,Sunday,True,False,Weekend,Spring,1,1981-04-20,False,False
1981-04-25,1981,April,25,Saturday,True,False,Weekend,Spring,2,1981-04-27,False,False
1981-04-26,1981,April,26,Sunday,True,False,Weekend,Spring,1,1981-04-27,False,False
1981-05-02,1981,May,2,Saturday,True,False,Weekend,Spring,2,1981-05-04,False,False
1981-05-03,1981,May,3,Sunday,True,False,Weekend,Spring,1,1981-05-04,False,False
1981-05-09,1981,May,9,Saturday,True,False,Weekend,Spring,2,1981-05-11,False,False
1981-05-10,1981,May,10,Sunday,True,False,Weekend,Spring,1,1981-05-11,False,False
1981-05-16,1981,May,16,Saturday,True,False,Weekend,Spring,2,1981-05-18,False,False
1981-05-17,1981,May,17,Sunday,True,False,Weekend,Spring,1,1981-05-18,False,False
1981-05-23,1981,May,23,Saturday,True,False,Weekend,Spring,3,1981-05-26,False,False
1981-05-24,1981,May,24,Sunday,True,False,Weekend,Spring,2,1981-05-26,False,False
1981-05-25,1981,May,25,Monday,False,True,Memorial Day,Spring,1,1981-05-26,False,False
1981-05-30,1981,May,30,Saturday,True,False,Weekend,Spring,2,1981-06-01,False,False
1981-05-31,1981,May,31,Sunday,True,False,Weekend,Spring,1,1981-06-01,False,True
1981-06-06,1981,June,6,Saturday,True,False,Weekend,Summer,2,1981-06-08,False,False
1981-06-07,1981,June,7,Sunday,True,False,Weekend,Summer,1,1981-06-08,False,False
1981-06-13,1981,June,13,Saturday,True,False,Weekend,Summer,2,1981-06-15,False,False
1981-06-14,1981,June,14,Sunday,True,False,Weekend,Summer,1,1981-06-15,False,False
1981-06-20,1981,June,20,Saturday,True,False,Weekend,Summer,2,1981-06-22,False,False
1981-06-21,1981,June,21,Sunday,True,False,Weekend,Summer,1,1981-06-22,False,False
1981-06-27,1981,June,27,Saturday,True,False,Weekend,Summer,2,1981-06-29,False,False
1981-06-28,1981,June,28,Sunday,True,False,Weekend,Summer,1,1981-06-29,False,False
1981-07-03,1981,July,3,Friday,False,True,Independence Day (observed),Summer,3,1981-07-06,False,False
1981-07-04,1981,July,4,Saturday,True,False,Weekend,Summer,2,1981-07-06,False,False
1981-07-05,1981,July,5,Sunday,True,False,Weekend,Summer,1,1981-07-06,False,False
1981-07-11,1981,July,11,Saturday,True,False,Weekend,Summer,2,1981-07-13,False,False
1981-07-12,1981,July,12,Sunday,True,False,Weekend,Summer,1,1981-07-13,False,False
1981-07-18,1981,July,18,Saturday,True,False,Weekend,Summer,2,1981-07-20,False,False
1981-07-19,1981,July,19,Sunday,True,False,Weekend,Summer,1,1981-07-20,False,False
1981-07-25,1981,July,25,Saturday,True,False,Weekend,Summer,2,1981-07-27,False,False
1981-07-26,1981,July,26,Sunday,True,False,Weekend,Summer,1,1981-07-27,False,False
1981-08-01,1981,August,1,Saturday,True,False,Weekend,Summer,2,1981-08-03,True,False
1981-08-02,1981,August,2,Sunday,True,False,Weekend,Summer,1,1981-08-03,False,False
1981-08-08,1981,August,8,Saturday,True,False,Weekend,Summer,2,1981-08-10,False,False
1981-08-09,1981,August,9,Sunday,True,False,Weekend,Summer,1,1981-08-10,False,False
1981-08-15,1981,August,15,Saturday,True,False,Weekend,Summer,2,1981-08-17,False,False
1981-08-16,1981,August,16,Sunday,True,False,Weekend,Summer,1,1981-08-17,False,False
1981-08-22,1981,August,22,Saturday,True,False,Weekend,Summer,2,1981-08-24,False,False
1981-08-23,1981,August,23,Sunday,True,False,Weekend,Summer,1,1981-08-24,False,False
1981-08-29,1981,August,29,Saturday,True,False,Weekend,Summer,2,1981-08-31,False,False
1981-08-30,1981,August,30,Sunday,True,False,Weekend,Summer,1,1981-08-31,False,False
1981-09-05,1981,September,5,Saturday,True,False,Weekend,Fall,3,1981-09-08,False,False
1981-09-06,1981,September,6,Sunday,True,False,Weekend,Fall,2,1981-09-08,False,False
1981-09-07,1981,September,7,Monday,False,True,Labor Day,Fall,1,1981-09-08,False,False
1981-09-12,1981,September,12,Saturday,True,False,Weekend,Fall,2,1981-09-14,False,False
1981-09-13,1981,September,13,Sunday,True,False,Weekend,Fall,1,1981-09-14,False,False
1981-09-19,1981,September,19,Saturday,True,False,Weekend,Fall,2,1981-09-21,False,False
1981-09-20,1981,September,20,Sunday,True,False,Weekend,Fall,1,1981-09-21,False,False
1981-09-26,1981,September,26,Saturday,True,False,Weekend,Fall,2,1981-09-28,False,False
1981-09-27,1981,September,27,Sunday,True,False,Weekend,Fall,1,1981-09-28,False,False
1981-10-03,1981,October,3,Saturday,True,False,Weekend,Fall,2,1981-10-05,False,False
1981-10-04,1981,October,4,Sunday,True,False,Weekend,Fall,1,1981-10-05,False,False
1981-10-10,1981,October,10,Saturday,True,False,Weekend,Fall,2,1981-10-12,False,False
1981-10-11,1981,October,11,Sunday,True,False,Weekend,Fall,1,1981-10-12,False,False
1981-10-17,1981,October,17,Saturday,True,False,Weekend,Fall,2,1981-10-19,False,False
1981-10-18,1981,October,18,Sunday,True,False,Weekend,Fall,1,1981-10-19,False,False
1981-10-24,1981,October,24,Saturday,True,False,Weekend,Fall,2,1981-10-26,False,False
1981-10-25,1981,October,25,Sunday,True,False,Weekend,Fall,1,1981-10-26,False,False
1981-10-31,1981,October,31,Saturday,True,False,Weekend,Fall,2,1981-11-02,False,True
1981-11-01,1981,November,1,Sunday,True,False,Weekend,Fall,1,1981-11-02,True,False
1981-11-07,1981,November,7,Saturday,True,False,Weekend,Fall,2,1981-11-09,False,False
1981-11-08,1981,November,8,Sunday,True,False,Weekend,Fall,1,1981-11-09,False,False
1981-11-14,1981,November,14,Saturday,True,False,Weekend,Fall,2,1981-11-16,False,False
1981-11-15,1981,November,15,Sunday,True,False,Weekend,Fall,1,1981-11-16,False,False
1981-11-21,1981,November,21,Saturday,True,False,Weekend,Fall,2,1981-11-23,False,False
1981-11-22,1981,November,22,Sunday,True,False,Weekend,Fall,1,1981-11-23,False,False
1981-11-26,1981,November,26,Thursday,False,True,Thanksgiving,Fall,1,1981-11-27,False,False
1981-11-28,1981,November,28,Saturday,True,False,Weekend,Fall,2,1981-11-30,False,False
1981-11-29,1981,November,29,Sunday,True,False,Weekend,Fall,1,1981-11-30,False,False
1981-12-05,1981,December,5,Saturday,True,False,Weekend,Winter,2,1981-12-07,False,False
1981-12-06,1981,December,6,Sunday,True,False,Weekend,Winter,1,1981-12-07,False,False
1981-12-12,1981,December,12,Saturday,True,False,Weekend,Winter,2,1981-12-14,False,False
1981-12-13,1981,December,13,Sunday,True,False,Weekend,Winter,1,1981-12-14,False,False
1981-12-19,1981,December,19,Saturday,True,False,Weekend,Winter,2,1981-12-21,False,False
1981-12-20,1981,December,20,Sunday,True,False,Weekend,Winter,1,1981-12-21,False,False
1981-12-25,1981,December,25,Friday,False,True,Christmas Day,Winter,3,1981-12-28,False,False
1981-12-26,1981,December,26,Saturday,True,False,Weekend,Winter,2,1981-12-28,False,False
1981-12-27,1981,December,27,Sunday,True,False,Weekend,Winter,1,1981-12-28,False,False
1982-01-01,1982,January,1,Friday,False,True,New Year's Day,Winter,3,1982-01-04,True,False
1982-01-02,1982,January,2,Saturday,True,False,Weekend,Winter,2,1982-01-04,False,False
1982-01-03,1982,January,3,Sunday,True,False,Weekend,Winter,1,1982-01-04,False,False
1982-01-09,1982,January,9,Saturday,True,False,Weekend,Winter,2,1982-01-11,False,False
1982-01-10,1982,January,10,Sunday,True,False,Weekend,Winter,1,1982-01-11,False,False
1982-01-16,1982,January,16,Saturday,True,False,Weekend,Winter,2,1982-01-18,False,False
1982-01-17,1982,January,17,Sunday,True,False,Weekend,Winter,1,1982-01-18,False,False
1982-01-23,1982,January,23,Saturday,True,False,Weekend,Winter,2,1982-01-25,False,False
1982-01-24,1982,January,24,Sunday,True,False,Weekend,Winter,1,1982-01-25,False,False
1982-01-30,1982,January,30,Saturday,True,False,Weekend,Winter,2,1982-02-01,False,False
1982-01-31,1982,January,31,Sunday,True,False,Weekend,Winter,1,1982-02-01,False,True
1982-02-06,1982,February,6,Saturday,True,False,Weekend,Winter,2,1982-02-08,False,False
1982-02-07,1982,February,7,Sunday,True,False,Weekend,Winter,1,1982-02-08,False,False
1982-02-13,1982,February,13,Saturday,True,False,Weekend,Winter,3,1982-02-16,False,False
1982-02-14,1982,February,14,Sunday,True,False,Weekend,Winter,2,1982-02-16,False,False
1982-02-15,1982,February,15,Monday,False,True,Washington's Birthday,Winter,1,1982-02-16,False,False
1982-02-20,1982,February,20,Saturday,True,False,Weekend,Winter,2,1982-02-22,False,False
1982-02-21,1982,February,21,Sunday,True,False,Weekend,Winter,1,1982-02-22,False,False
1982-02-27,1982,February,27,Saturday,True,False,Weekend,Winter,2,1982-03-01,False,False
1982-02-28,1982,February,28,Sunday,True,False,Weekend,Winter,1,1982-03-01,False,True
1982-03-06,1982,March,6,Saturday,True,False,Weekend,Spring,2,1982-03-08,False,False
1982-03-07,1982,March,7,Sunday,True,False,Weekend,Spring,1,1982-03-08,False,False
1982-03-13,1982,March,13,Saturday,True,False,Weekend,Spring,2,1982-03-15,False,False
1982-03-14,1982,March,14,Sunday,True,False,Weekend,Spring,1,1982-03-15,False,False
1982-03-20,1982,March,20,Saturday,True,False,Weekend,Spring,2,1982-03-22,False,False
1982-03-21,1982,March,21,Sunday,True,False,Weekend,Spring,1,1982-03-22,False,False
1982-03-27,1982,March,27,Saturday,True,False,Weekend,Spring,2,1982-03-29,False,False
1982-03-28,1982,March,28,Sunday,True,False,Weekend,Spring,1,1982-03-29,False,False
1982-04-03,1982,April,3,Saturday,True,False,Weekend,Spring,2,1982-04-05,False,False
1982-04-04,1982,April,4,Sunday,True,False,Weekend,Spring,1,1982-04-05,False,False
1982-04-09,1982,April,9,Friday,False,True,Holiday,Spring,3,1982-04-12,False,False
1982-04-10,1982,April,10,Saturday,True,False,Weekend,Spring,2,1982-04-12,False,False
1982-04-11,1982,April,11,Sunday,True,False,Weekend,Spring,1,1982-04-12,False,False
1982-04-17,1982,April,17,Saturday,True,False,Weekend,Spring,2,1982-04-19,False,False
1982-04-18,1982,April,18,Sunday,True,False,Weekend,Spring,1,1982-04-19,False,False
1982-04-24,1982,April,24,Saturday,True,False,Weekend,Spring,2,1982-04-26,False,False
1982-04-25,1982,April,25,Sunday,True,False,Weekend,Spring,1,1982-04-26,False,False
1982-05-01,1982,May,1,Saturday,True,False,Weekend,Spring,2,1982-05-03,True,False
1982-05-02,1982,May,2,Sunday,True,False,Weekend,Spring,1,1982-05-03,False,False
1982-05-08,1982,May,8,Saturday,True,False,Weekend,Spring,2,1982-05-10,False,False
1982-05-09,1982,May,9,Sunday,True,False,Weekend,Spring,1,1982-05-10,False,False
1982-05-15,1982,May,15,Saturday,True,False,Weekend,Spring,2,1982-05-17,False,False
1982-05-16,1982,May,16,Sunday,True,False,Weekend,Spring,1,1982-05-17,False,False
1982-05-22,1982,May,22,Saturday,True,False,Weekend,Spring,2,1982-05-24,False,False
1982-05-23,1982,May,23,Sunday,True,False,Weekend,Spring,1,1982-05-24,False,False
1982-05-29,1982,May,29,Saturday,True,False,Weekend,Spring,3,1982-06-01,False,False
1982-05-30,1982,May,30,Sunday,True,False,Weekend,Spring,2,1982-06-01,False,False
1982-05-31,1982,May,31,Monday,False,True,Memorial Day,Spring,1,1982-06-01,False,True
1982-06-05,1982,June,5,Saturday,True,False,Weekend,Summer,2,1982-06-07,False,False
1982-06-06,1982,June,6,Sunday,True,False,Weekend,Summer,1,1982-06-07,False,False
1982-06-12,1982,June,12,Saturday,True,False,Weekend,Summer,2,1982-06-14,False,False
1982-06-13,1982,June,13,Sunday,True,False,Weekend,Summer,1,1982-06-14,False,False
1982-06-19,1982,June,19,Saturday,True,False,Weekend,Summer,2,1982-06-21,False,False
1982-06-20,1982,June,20,Sunday,True,False,Weekend,Summer,1,1982-06-21,False,False
1982-06-26,1982,June,26,Saturday,True,False,Weekend,Summer,2,1982-06-28,False,False
1982-06-27,1982,June,27,Sunday,True,False,Weekend,Summer,1,1982-06-28,False,False
1982-07-03,1982,July,3,Saturday,True,False,Weekend,Summer,3,1982-07-06,False,False
1982-07-04,1982,July,4,Sunday,True,False,Weekend,Summer,2,1982-07-06,False,False
1982-07-05,1982,July,5,Monday,False,True,Independence Day (observed),Summer,1,1982-07-06,False,False
1982-07-10,1982,July,10,Saturday,True,False,Weekend,Summer,2,1982-07-12,False,False
1982-07-11,1982,July,11,Sunday,True,False,Weekend,Summer,1,1982-07-12,False,False
1982-07-17,1982,July,17,Saturday,True,False,Weekend,Summer,2,1982-07-19,False,False
1982-07-18,1982,July,18,Sunday,True,False,Weekend,Summer,1,1982-07-19,False,False
1982-07-24,1982,July,24,Saturday,True,False,Weekend,Summer,2,1982-07-26,False,False
1982-07-25,1982,July,25,Sunday,True,False,Weekend,Summer,1,1982-07-26,False,False
1982-07-31,1982,July,31,Saturday,True,False,Weekend,Summer,2,1982-08-02,False,True
1982-08-01,1982,August,1,Sunday,True,False,Weekend,Summer,1,1982-08-02,True,False
1982-08-07,1982,August,7,Saturday,True,False,Weekend,Summer,2,1982-08-09,False,False
1982-08-08,1982,August,8,Sunday,True,False,Weekend,Summer,1,1982-08-09,False,False
1982-08-14,1982,August,14,Saturday,True,False,Weekend,Summer,2,1982-08-16,False,False
1982-08-15,1982,August,15,Sunday,True,False,Weekend,Summer,1,1982-08-16,False,False
1982-08-21,1982,August,21,Saturday,True,False,Weekend,Summer,2,1982-08-23,False,False
1982-08-22,1982,August,22,Sunday,True,False,Weekend,Summer,1,1982-08-23,False,False
1982-08-28,1982,August,28,Saturday,True,False,Weekend,Summer,2,1982-08-30,False,False
1982-08-29,1982,August,29,Sunday,True,False,Weekend,Summer,1,1982-08-30,False,False
1982-09-04,1982,September,4,Saturday,True,False,Weekend,Fall,3,1982-09-07,False,False
1982-09-05,1982,September,5,Sunday,True,False,Weekend,Fall,2,1982-09-07,False,False
1982-09-06,1982,September,6,Monday,False,True,Labor Day,Fall,1,1982-09-07,False,False
1982-09-11,1982,September,11,Saturday,True,False,Weekend,Fall,2,1982-09-13,False,False
1982-09-12,1982,September,12,Sunday,True,False,Weekend,Fall,1,1982-09-13,False,False
1982-09-18,1982,September,18,Saturday,True,False,Weekend,Fall,2,1982-09-20,False,False
1982-09-19,1982,September,19,Sunday,True,False,Weekend,Fall,1,1982-09-20,False,False
1982-09-25,1982,September,25,Saturday,True,False,Weekend,Fall,2,1982-09-27,False,False
